Number of nodes 573 
   419 : -4.3838368e+06  5.2790870e+06  1.0000000e+02 
   420 : -4.7066435e+06  5.5369964e+06  2.9562778e+02 
   421 : -5.0723287e+06  5.2294393e+06  4.5133816e+03 
   422 :  9.4977837e+05 -1.7570576e+06  1.6709456e+03 
   423 : -2.2075530e+07 -3.9469033e+06  5.5342247e+03 
   424 : -5.1205890e+06  9.1228565e+06  1.0000000e+02 
   425 : -5.0880768e+06  4.3534906e+06  2.9164352e+02 
   426 : -5.3433354e+06  4.3037004e+06  3.1122231e+03 
   427 : -5.3704648e+06  4.7803295e+06  3.6549182e+03 
   428 : -5.2160783e+06  4.5291106e+06  1.6677181e+03 
   429 : -5.9104518e+06  4.9829568e+06  3.5123542e+03 
   430 : -3.9604347e+06  5.7911182e+06  1.0000000e+02 
   431 : -1.9117289e+07  2.1507955e+06  5.1467412e+03 
   432 : -8.1937321e+06 -1.7946864e+06  4.8695796e+03 
   433 : -5.1993647e+06  5.6656068e+06  3.5921284e+03 
   434 : -6.8845183e+06  6.9391526e+06  4.1203604e+03 
   435 :  1.9599650e+07 -6.1591635e+06  4.0568088e+03 
   436 : -6.0541112e+05 -1.7651112e+07  4.3236126e+03 
   437 : -4.1112890e+06  2.8600376e+05  3.9142952e+03 
   438 : -5.5190314e+06  5.2746145e+06  4.7818659e+03 
   439 : -5.9691873e+06  5.5357469e+06  4.9233377e+03 
   440 : -6.7985051e+06  5.0523770e+06  4.0841398e+03 
   441 : -8.1895563e+06  5.2760502e+06  5.4463864e+03 
   442 : -8.3943568e+06  4.4296541e+06  4.8886225e+03 
   443 : -8.8823208e+06  5.9674419e+06  4.7128429e+03 
   444 : -4.6340285e+06  1.3123078e+06  5.6932715e+03 
   445 : -4.5327481e+06  2.0103962e+06  5.6265566e+03 
   446 : -4.2848420e+06  1.0194747e+06  3.6815683e+03 
   447 : -4.2050388e+06  1.3607666e+06  5.4958547e+03 
   448 : -8.3241818e+06  1.9267849e+06  5.8179481e+03 
   449 : -1.0580494e+07 -2.9035881e+06  4.9607986e+03 
   450 : -9.2358355e+06 -2.1969670e+06  5.2650504e+03 
   451 :  1.4587706e+07  2.6626122e+07  4.8823885e+03 
   452 : -1.8173122e+06  1.9435309e+07  5.1551203e+03 
   453 : -9.8899971e+06 -7.5340931e+05  5.4535962e+03 
   454 :  3.7273891e+07 -6.0698883e+06  3.1249457e+03 
   455 : -2.7199937e+06  1.3038732e+07  1.0000000e+02 
   456 :  2.0049606e+06 -7.7504999e+06  4.6521379e+03 
   457 : -2.4633601e+06 -1.2546989e+07  3.2988257e+03 
   458 : -5.8556782e+06  1.2366197e+06  5.7163713e+03 
   459 : -1.1593681e+07 -2.1099138e+06  5.7275093e+03 
   460 : -4.8692323e+06  3.7348730e+06  1.1414786e+03 
   461 : -1.3207629e+07 -2.6864938e+07  3.6332621e+03 
   462 : -2.5457627e+07 -1.8720436e+07  5.1443326e+03 
   463 : -8.1361595e+06  7.8667188e+06  4.2171038e+03 
   464 : -8.5164457e+06  6.6379218e+06  2.3870424e+03 
   465 : -8.0912372e+06  6.8627048e+06  2.3475620e+03 
   466 : -1.0119962e+07  6.0351644e+06  3.6617078e+03 
   467 : -9.4263801e+06  4.8888234e+06  5.6214617e+03 
   468 : -9.2092399e+06  3.7637865e+06  3.9764914e+03 
   469 : -8.3247903e+06  3.5821453e+06  5.8162844e+03 
   470 : -7.6627979e+06  4.2080588e+06  5.8667935e+03 
   471 : -9.4152644e+06  2.7265469e+06  4.5017610e+03 
   472 : -8.5145583e+06  7.2180557e+06  2.7786058e+03 
   473 : -7.5475092e+06  6.9625922e+06  4.7665424e+03 
   474 :  3.7499655e+06 -4.5064176e+07  5.0855324e+03 
   475 : -4.0097847e+06  4.5102553e+06  3.0439765e+03 
   476 : -4.8104084e+06  2.5898922e+06  4.9984281e+03 
   477 : -3.7011705e+06  5.4572533e+06  1.0000000e+02 
   478 : -1.3518783e+07 -9.3901332e+06  1.0519817e+03 
   479 : -1.4095144e+07 -8.0843140e+06  2.1667486e+03 
   480 : -5.1486489e+06  3.6302071e+06  5.6852737e+03 
   481 : -4.9691739e+06  3.6609976e+06  3.9715148e+03 
   482 : -5.0863996e+06  3.7927090e+06  6.8956180e+03 
   483 : -5.0471152e+06  3.4789734e+06  5.3638094e+03 
   484 : -1.0800806e+07  2.0846039e+06  4.4317419e+03 
   485 : -3.6180878e+06  8.4922836e+06  2.7824915e+03 
   486 : -3.4214485e+05 -3.6425827e+07  4.8158693e+03 
   487 : -4.5162689e+06  7.6641182e+06  3.6671070e+03 
   488 : -5.0188571e+06  8.7740499e+05  6.3182687e+03 
   489 : -4.5936226e+06  8.7802279e+05  5.6488132e+03 
   490 : -4.8035290e+06  4.8828302e+05  4.4861174e+03 
   491 : -4.5129815e+06  1.6982806e+05  4.2554026e+03 
   492 : -3.7522125e+06 -1.5360100e+04  3.7821296e+03 
   493 : -6.3473291e+06  4.6851804e+06  4.4756781e+03 
   494 : -7.0813608e+06 -6.8639716e+06  4.8932698e+03 
   495 : -5.9176525e+06 -5.7544327e+06  4.7650219e+03 
   496 : -6.6233783e+06 -1.6056307e+07  3.0889806e+03 
   497 : -4.2570568e+06 -1.4468742e+07  3.4815589e+03 
   498 : -5.3467446e+06 -4.2583136e+06  5.2065831e+03 
   499 : -1.1545233e+07 -9.8966168e+06  3.5732424e+03 
   500 : -1.0328510e+07  7.1099300e+06  4.2275110e+03 
   501 : -4.0904020e+07  4.2536784e+06  5.2924991e+03 
   502 : -5.5147559e+06  7.9210359e+05  5.8077864e+03 
   503 : -5.2764601e+06  4.5747992e+05  5.4793757e+03 
   504 : -4.2074866e+06  2.9145748e+06  3.1945587e+03 
   505 : -4.1588642e+06  3.1900838e+06  1.0000000e+02 
   506 : -6.6097632e+06  1.3506222e+06  5.6701931e+03 
   507 : -5.5964692e+06  2.8613271e+06  5.7664683e+03 
   508 : -4.3256836e+06 -3.4742224e+05  2.8855331e+03 
   509 : -5.9620901e+06  3.4647179e+07  3.6000360e+03 
   510 : -6.5370472e+06  1.3998726e+07  5.0204524e+03 
   511 : -4.8218677e+06  6.0419486e+06  2.9033496e+02 
   512 : -4.2634736e+06  5.5847216e+06  1.3834544e+02 
   513 : -1.0665229e+07  4.8861093e+06  3.4367033e+03 
   514 : -1.1576155e+07  5.5525940e+06  2.8254971e+03 
   515 : -1.2136314e+07  4.1639238e+06  3.1857305e+03 
   516 :  3.4241723e+07  1.2763181e+07  3.5185623e+03 
   517 : -4.0769709e+06  6.4841228e+06  1.0000000e+02 
   518 : -7.5113451e+06  1.1253202e+07  4.8476330e+03 
   519 : -7.8749304e+06  1.0609374e+07  2.0063488e+03 
   520 : -7.7340698e+06  9.7154812e+06  1.0000000e+02 
   521 : -1.2751887e+07 -8.2877664e+06  4.8680986e+03 
   522 : -1.2853216e+07 -1.0627108e+07  2.3805706e+03 
   523 : -9.3158112e+06 -9.4225739e+06  4.4236520e+03 
   524 : -1.1823425e+07 -1.1781316e+07  3.4896327e+03 
   525 : -1.4418266e+07 -1.0601518e+07  4.3306464e+03 
   526 : -4.1198981e+06  7.7765097e+06  1.5841213e+03 
   527 : -4.0925179e+06  7.8223262e+05  3.2066713e+03 
   528 : -4.2032830e+06  4.0513101e+06  3.2641073e+03 
   529 : -5.4180714e+06  5.9339419e+06  2.2953975e+03 
   530 : -5.6341173e+06  6.4549255e+06  5.9531130e+03 
   531 : -5.5408167e+06  5.6615602e+06  5.1443987e+03 
   532 : -5.6806748e+06  5.8903232e+06  4.6909392e+03 
   533 : -5.2906541e+06  6.1467208e+06  2.9408177e+03 
   534 : -4.8945547e+06  4.9756658e+06  2.7254080e+03 
   535 : -5.1073503e+06  4.8571732e+06  4.0696149e+03 
   536 : -5.3053647e+06  5.0419774e+06  3.8124387e+03 
   537 : -7.8864073e+06  2.8489696e+06  5.4890645e+03 
   538 : -9.4919613e+06  1.0648496e+07  1.1341497e+03 
   539 : -6.2523993e+06  2.2326341e+06  4.2240461e+03 
   540 : -5.9192674e+06  2.4092859e+06  4.2398559e+03 
   541 : -3.6862900e+06  2.0903478e+06  1.0472514e+03 
   542 :  4.8109790e+06 -2.1364391e+07  4.3181888e+03 
   543 : -9.6954380e+06 -2.7571673e+06  5.3088583e+03 
   544 : -9.8045730e+06 -3.9374741e+06  5.2682626e+03 
   545 : -1.0245128e+07 -1.9313093e+06  5.1686271e+03 
   546 : -1.0862389e+07 -9.0821820e+05  5.8536202e+03 
   547 : -5.1860742e+06  4.3372005e+06  1.2540667e+03 
   548 : -5.1955238e+06  4.2371759e+06  4.5133798e+03 
   549 : -6.0251678e+06 -1.2838360e+07  4.1801124e+03 
   550 : -7.0095022e+06  4.4394214e+06  5.8397204e+03 
   551 : -8.7161366e+06 -7.1490759e+06  5.0871824e+03 
   552 : -6.3725030e+06  6.4852461e+06  5.8556122e+03 
   553 : -6.6058031e+06  2.2072186e+06  5.8598435e+03 
   554 : -5.5633728e+06  4.9132770e+06  3.5624345e+03 
   555 : -4.1520703e+06  1.0959371e+07  1.2438455e+02 
   556 : -5.2829899e+06 -8.3745966e+06  4.2949401e+03 
   557 : -4.4920515e+06 -6.4990932e+06  4.3073364e+03 
   558 : -1.5811709e+07 -7.7586656e+06  4.0277743e+03 
   559 : -5.5900424e+06  6.1105896e+06  3.2429574e+03 
   560 : -7.2056032e+06 -2.6845813e+06  5.1699942e+03 
   561 : -4.5365420e+06  2.6261520e+06  4.5076943e+02 
   562 : -4.4241362e+06  2.4157210e+06  2.8595860e+03 
   563 : -4.5953413e+06  2.3297315e+06  7.1365804e+03 
   564 : -4.2590230e+06  2.0326649e+06  2.2622433e+02 
   565 : -4.2061574e+06  2.3340841e+06  2.3976101e+03 
   566 : -4.3604967e+06  1.6723476e+06  6.4876055e+03 
   567 : -2.9084744e+07  1.0038794e+07  4.9059214e+03 
   568 : -8.4674413e+06  8.8641254e+06  3.7370516e+03 
   569 : -4.3132920e+06 -7.6117109e+06  3.8183485e+03 
   570 : -1.6673325e+07 -9.8942832e+06  2.2638125e+03 
   571 : -1.8811339e+07 -7.2518041e+06  4.9932440e+03 
   572 : -1.7088557e+07 -4.2903870e+06  5.3596833e+03 
Number of triangles 912 
     0 :    128    272    329 
     1 :     80    319     82 
     2 :    411    481    460 
     3 :     66    477     67 
     4 :    213    214    215 
     5 :    149    547    548 
     6 :    118    326    371 
     7 :     76    244     77 
     8 :    349    471    484 
     9 :    275    277    416 
    10 :    317    344    345 
    11 :    309    311    461 
    12 :    149    206    150 
    13 :    247    471    448 
    14 :    253    320    498 
    15 :    293    341    511 
    16 :    307    309    461 
    17 :    478    499    521 
    18 :    161    283    377 
    19 :    304    306    305 
    20 :    127    209    272 
    21 :    341    529    433 
    22 :    266    448    382 
    23 :    307    306    308 
    24 :    348    362    453 
    25 :    305    313    361 
    26 :    286    464    472 
    27 :     83    321    564 
    28 :    159    282    160 
    29 :    294    514    466 
    30 :    292    511    340 
    31 :    253    373    320 
    32 :    496    497    549 
    33 :    282    303    393 
    34 :      3    474    331 
    35 :    449    543    545 
    36 :    256    481    257 
    37 :    245    550    470 
    38 :    341    433    511 
    39 :    285    286    472 
    40 :    180    237    181 
    41 :     74    372     75 
    42 :    306    307    305 
    43 :    227    240    413 
    44 :    281    470    550 
    45 :    264    268    267 
    46 :    258    329    325 
    47 :    378    496    549 
    48 :    117    326    118 
    49 :    349    448    471 
    50 :    158    303    282 
    51 :    375    476    402 
    52 :    340    420    512 
    53 :    276    461    336 
    54 :    186    358    359 
    55 :    358    360    359 
    56 :    426    548    547 
    57 :     83    541    321 
    58 :     12    428    147 
    59 :    417    490    491 
    60 :    442    469    470 
    61 :    233    540    507 
    62 :    298    513    515 
    63 :    289    439    389 
    64 :     79    408    319 
    65 :    320    346    560 
    66 :    224    250    373 
    67 :    409    457    497 
    68 :     45    287     46 
    69 :    334    351    457 
    70 :     65     63     66 
    71 :    218    421    534 
    72 :     90    295    271 
    73 :    234    504    322 
    74 :    131    366    132 
    75 :    130    141    397 
    76 :    307    461    313 
    77 :    125    223    126 
    78 :    275    416    327 
    79 :    395    569    557 
    80 :    291    454    435 
    81 :    132    452    133 
    82 :    151    255    152 
    83 :    221    305    361 
    84 :     93    242     94 
    85 :    155    353    156 
    86 :    227    297    414 
    87 :    227    414    240 
    88 :    181    279    182 
    89 :    232    550    245 
    90 :      2    334    110 
    91 :    212    426    214 
    92 :    100    224    101 
    93 :    120    291    332 
    94 :    352    414    423 
    95 :    276    374    461 
    96 :    290    379    560 
    97 :     63    477     66 
    98 :    154    256    235 
    99 :    296    371    326 
   100 :    310    496    378 
   101 :    250    320    373 
   102 :    160    283    161 
   103 :    121    331    122 
   104 :    267    268    273 
   105 :    391    465    464 
   106 :    261    263    484 
   107 :     78    408     79 
   108 :    210    392    385 
   109 :    344    503    502 
   110 :    234    322    565 
   111 :    345    432    346 
   112 :    312    363    399 
   113 :    375    376    476 
   114 :     59    357     60 
   115 :     84    447     85 
   116 :    157    303    158 
   117 :    212    548    426 
   118 :    151    398    255 
   119 :    314    409    497 
   120 :    262    352    264 
   121 :    337    339    365 
   122 :     73    360     74 
   123 :    221    304    305 
   124 :    311    336    461 
   125 :    107    435    108 
   126 :    209    227    413 
   127 :    407    523    499 
   128 :    340    511    420 
   129 :    395    557    495 
   130 :    233    507    330 
   131 :    246    448    266 
   132 :    386    389    552 
   133 :    289    429    439 
   134 :    442    467    468 
   135 :     76    191    244 
   136 :    250    317    320 
   137 :    298    471    468 
   138 :     68    377     69 
   139 :     77    408     78 
   140 :    324    337    336 
   141 :    324    338    337 
   142 :    388    472    465 
   143 :    334    457    409 
   144 :    346    432    560 
   145 :    137    285    138 
   146 :    240    431    325 
   147 :    276    229    374 
   148 :     64     63     65 
   149 :    257    375    401 
   150 :    138    285    568 
   151 :    337    338    339 
   152 :    268    558    479 
   153 :    150    211    398 
   154 :    120    332    121 
   155 :    308    310    309 
   156 :    313    374    486 
   157 :    102    373    253 
   158 :     68    162    377 
   159 :     61    430     62 
   160 :    120    454    291 
   161 :      3    116    361 
   162 :    207    401    375 
   163 :    390    391    441 
   164 :    338    571    339 
   165 :     61    340    430 
   166 :    231    334    409 
   167 :    349    453    362 
   168 :    190    234    270 
   169 :    152    255    411 
   170 :    275    229    276 
   171 :      5    133    302 
   172 :    247    537    469 
   173 :    391    443    441 
   174 :    250    316    317 
   175 :    264    572    268 
   176 :    276    462    277 
   177 :    263    349    484 
   178 :    153    460    154 
   179 :    286    466    443 
   180 :      4    124    412 
   181 :    386    390    389 
   182 :    423    571    572 
   183 :    265    458    404 
   184 :    112    254    113 
   185 :    396    523    415 
   186 :    290    343    379 
   187 :    286    443    464 
   188 :    150    398    151 
   189 :    292    293    511 
   190 :    348    453    545 
   191 :    254    368    304 
   192 :    420    433    421 
   193 :     26    401    207 
   194 :    154    235    155 
   195 :    182    424    280 
   196 :    313    461    374 
   197 :     51    350     53 
   198 :    263    264    459 
   199 :    184    207    406 
   200 :     97    295    422 
   201 :    420    511    433 
   202 :    333    424    251 
   203 :    313    486    361 
   204 :     89    367    100 
   205 :    158    282    159 
   206 :    374    474    486 
   207 :    314    436    409 
   208 :    407    415    523 
   209 :    150    206    211 
   210 :     58    485     59 
   211 :    288    474    374 
   212 :    316    344    317 
   213 :    308    314    496 
   214 :    257    483    375 
   215 :    154    460    256 
   216 :     77    244    408 
   217 :      3    332    291 
   218 :    378    415    407 
   219 :    344    502    458 
   220 :    269    478    479 
   221 :    276    336    462 
   222 :    376    403    476 
   223 :    323    563    445 
   224 :     62    430    477 
   225 :    523    396    551 
   226 :    278    457    351 
   227 :    262    431    352 
   228 :     24    238    179 
   229 :    273    268    274 
   230 :    275    327    412 
   231 :    117    327    326 
   232 :     91    108    435 
   233 :    311    312    324 
   234 :    216    233    330 
   235 :    163    218    534 
   236 :    312    399    324 
   237 :    126    223    209 
   238 :    119    516    120 
   239 :    296    326    501 
   240 :    288    374    229 
   241 :    488    502    503 
   242 :    419    512    420 
   243 :    427    536    554 
   244 :    421    433    438 
   245 :    312    378    407 
   246 :    283    475    377 
   247 :    232    245    233 
   248 :    115    221    116 
   249 :    339    571    423 
   250 :    386    473    391 
   251 :    333    328    526 
   252 :    300    497    457 
   253 :    306    304    436 
   254 :    222    427    554 
   255 :    290    544    343 
   256 :    344    382    345 
   257 :    323    565    562 
   258 :    343    495    379 
   259 :    297    416    369 
   260 :    362    382    448 
   261 :     59    485    526 
   262 :    312    524    363 
   263 :    314    497    496 
   264 :    260    325    262 
   265 :    441    467    442 
   266 :    395    494    396 
   267 :    240    325    413 
   268 :     97    271    295 
   269 :    233    553    540 
   270 :    103    253    230 
   271 :    442    468    469 
   272 :    352    423    572 
   273 :    242    452    301 
   274 :    385    434    552 
   275 :    296    297    567 
   276 :    185    505    358 
   277 :    311    324    336 
   278 :    349    362    448 
   279 :    279    251    424 
   280 :    155    235    353 
   281 :    258    260    259 
   282 :    354    366    538 
   283 :      8    143    239 
   284 :    296    501    297 
   285 :    207    402    406 
   286 :    316    503    344 
   287 :    342    437    492 
   288 :    212    214    213 
   289 :    348    450    432 
   290 :    207    375    402 
   291 :    182    279    424 
   292 :    322    504    406 
   293 :    130    397    131 
   294 :    316    491    490 
   295 :    307    313    305 
   296 :    387    389    439 
   297 :    290    432    450 
   298 :    136    226    137 
   299 :    122    331    288 
   300 :    281    390    441 
   301 :    333    526    485 
   302 :     70    381     71 
   303 :    292    340    517 
   304 :    298    484    471 
   305 :    262    325    431 
   306 :    322    562    565 
   307 :    243    388    473 
   308 :    262    264    263 
   309 :    110    231    111 
   310 :     61    517    340 
   311 :    319    408    541 
   312 :    307    308    309 
   313 :    299    396    415 
   314 :     93    516    451 
   315 :    106    278    351 
   316 :    403    404    405 
   317 :      3    361    486 
   318 :    248    359    360 
   319 :    344    458    506 
   320 :    153    411    460 
   321 :    265    404    540 
   322 :    109    271    456 
   323 :    254    304    542 
   324 :    278    299    300 
   325 :    209    223    227 
   326 :    147    428    425 
   327 :    152    411    153 
   328 :    488    503    490 
   329 :     42    315     43 
   330 :    116    221    361 
   331 :    273    343    544 
   332 :    340    512    430 
   333 :    227    567    297 
   334 :    270    234    321 
   335 :     69    475     70 
   336 :     68    419    162 
   337 :    231    409    436 
   338 :    270    541    408 
   339 :    277    365    416 
   340 :     73    248    360 
   341 :    118    509    119 
   342 :    310    378    312 
   343 :    320    379    498 
   344 :    282    393    528 
   345 :    375    507    376 
   346 :    278    300    457 
   347 :    266    382    506 
   348 :     62    477     63 
   349 :    379    495    498 
   350 :    347    488    444 
   351 :      0     99    315 
   352 :     28     75    372 
   353 :    298    467    513 
   354 :    228    355    480 
   355 :    235    401    353 
   356 :    306    436    314 
   357 :    218    420    421 
   358 :    230    253    498 
   359 :     91    435     92 
   360 :    444    446    447 
   361 :    558    571    570 
   362 :    264    267    459 
   363 :    273    551    343 
   364 :    274    268    521 
   365 :     36    200    357 
   366 :    124    275    412 
   367 :    285    226    286 
   368 :    160    282    283 
   369 :      7    258    208 
   370 :     56    418     57 
   371 :    242    451    452 
   372 :    100    249    224 
   373 :    466    513    467 
   374 :    216    232    233 
   375 :    339    369    365 
   376 :    110    334    231 
   377 :    450    545    543 
   378 :     57    485     58 
   379 :      2    456     95 
   380 :    429    438    439 
   381 :    264    352    572 
   382 :    132    366    370 
   383 :    234    565    321 
   384 :    339    423    369 
   385 :    345    382    362 
   386 :    403    405    445 
   387 :    278    217    299 
   388 :    426    547    428 
   389 :    143    280    555 
   390 :     71    381     72 
   391 :    102    253    103 
   392 :    265    506    458 
   393 :    347    405    404 
   394 :    523    551    274 
   395 :    261    262    263 
   396 :     93    318    516 
   397 :    347    404    458 
   398 :    317    345    346 
   399 :     28    504    234 
   400 :    286    500    466 
   401 :    243    434    385 
   402 :    268    479    521 
   403 :    395    495    494 
   404 :    124    229    275 
   405 :    348    545    450 
   406 :    444    488    489 
   407 :    245    537    246 
   408 :    233    245    246 
   409 :    317    346    320 
   410 :    256    460    481 
   411 :    294    466    500 
   412 :     69    377    475 
   413 :    123    288    229 
   414 :    330    507    375 
   415 :    261    484    298 
   416 :    297    501    416 
   417 :    387    552    389 
   418 :    323    562    563 
   419 :    242    301    350 
   420 :     46    287    295 
   421 :    106    217    278 
   422 :    449    544    543 
   423 :     88    342    492 
   424 :    395    396    556 
   425 :    132    510    452 
   426 :    352    431    414 
   427 :     56    555    418 
   428 :    396    494    551 
   429 :    464    465    472 
   430 :    293    385    530 
   431 :    259    515    514 
   432 :    208    258    259 
   433 :     93    451    242 
   434 :    376    404    403 
   435 :    284    477    430 
   436 :    338    570    571 
   437 :    218    419    420 
   438 :    488    490    489 
   439 :    246    266    553 
   440 :     43    315    287 
   441 :    304    368    436 
   442 :    529    559    532 
   443 :    139    568    520 
   444 :    387    559    530 
   445 :    333    418    424 
   446 :    216    222    232 
   447 :    182    280    383 
   448 :    384    385    392 
   449 :    123    229    124 
   450 :    122    288    123 
   451 :    402    476    561 
   452 :    235    257    401 
   453 :    222    428    427 
   454 :    215    216    228 
   455 :    273    274    551 
   456 :    243    463    388 
   457 :    111    231    368 
   458 :    230    498    495 
   459 :    250    508    316 
   460 :    210    385    335 
   461 :    142    168    383 
   462 :     59    526    357 
   463 :    277    462    365 
   464 :    270    321    541 
   465 :    349    546    453 
   466 :    245    470    469 
   467 :    301    452    455 
   468 :    407    499    524 
   469 :      2    109    456 
   470 :    119    451    516 
   471 :    274    499    523 
   472 :    312    407    524 
   473 :     70    475    381 
   474 :    309    310    311 
   475 :    272    209    413 
   476 :    274    521    499 
   477 :    221    542    304 
   478 :     36    335    225 
   479 :     92    318     93 
   480 :    403    563    476 
   481 :    272    413    325 
   482 :    133    452    509 
   483 :    421    438    536 
   484 :    437    508    492 
   485 :     67    284     68 
   486 :    235    256    257 
   487 :     68    284    419 
   488 :    427    535    536 
   489 :    451    509    452 
   490 :    287    422    295 
   491 :     43    287     44 
   492 :     83    319    541 
   493 :    248    393    359 
   494 :    265    539    553 
   495 :    208    259    514 
   496 :     55    455     56 
   497 :    231    436    368 
   498 :    308    306    314 
   499 :    322    406    561 
   500 :      3    486    474 
   501 :    112    368    254 
   502 :    344    506    382 
   503 :    283    528    381 
   504 :    261    298    515 
   505 :    376    540    404 
   506 :    327    416    501 
   507 :    223    567    227 
   508 :    365    369    416 
   509 :    293    335    385 
   510 :    217    556    299 
   511 :    280    424    418 
   512 :    230    495    557 
   513 :    224    249    250 
   514 :    285    472    463 
   515 :    389    390    440 
   516 :    105    217    106 
   517 :     28    372    505 
   518 :     67    477    284 
   519 :     57    418    485 
   520 :    260    262    261 
   521 :    347    502    488 
   522 :    480    483    481 
   523 :    184    505    185 
   524 :    176    328    177 
   525 :    286    226    500 
   526 :    240    414    431 
   527 :    117    412    327 
   528 :    156    353    400 
   529 :    316    490    503 
   530 :    265    540    539 
   531 :    220    446    527 
   532 :    354    356    519 
   533 :    318    435    454 
   534 :     92    435    318 
   535 :    310    312    311 
   536 :    245    469    537 
   537 :    283    381    475 
   538 :    316    508    491 
   539 :    118    371    302 
   540 :    336    337    462 
   541 :    324    399    338 
   542 :    290    450    543 
   543 :    118    302    509 
   544 :    208    514    294 
   545 :    299    556    396 
   546 :    429    554    438 
   547 :     53    301     54 
   548 :    266    506    553 
   549 :    522    524    499 
   550 :     86    220    342 
   551 :    433    531    438 
   552 :    358    372    360 
   553 :    270    408    244 
   554 :    105    569    217 
   555 :    449    545    459 
   556 :    299    415    549 
   557 :    206    212    211 
   558 :    298    468    467 
   559 :    358    505    372 
   560 :    220    527    342 
   561 :    222    426    428 
   562 :    280    418    555 
   563 :    288    331    474 
   564 :    438    531    439 
   565 :    403    445    563 
   566 :    378    549    415 
   567 :    135    294    136 
   568 :    186    359    187 
   569 :    439    531    532 
   570 :    217    569    556 
   571 :    290    543    544 
   572 :    111    368    112 
   573 :    225    335    293 
   574 :    443    466    467 
   575 :    216    355    228 
   576 :     22    384    392 
   577 :    211    212    213 
   578 :    114    542    115 
   579 :    427    428    535 
   580 :    214    426    222 
   581 :    525    269    570 
   582 :      3    331    332 
   583 :    131    538    366 
   584 :     96    271     97 
   585 :    265    553    506 
   586 :     54    301     55 
   587 :    104    230    557 
   588 :    299    549    300 
   589 :     83    564    566 
   590 :    247    448    537 
   591 :     95    456     96 
   592 :     99    422    315 
   593 :    236    518    519 
   594 :    354    518    370 
   595 :    284    430    512 
   596 :    199    225    200 
   597 :    258    325    260 
   598 :    103    230    104 
   599 :    402    561    406 
   600 :    249    508    250 
   601 :    222    493    232 
   602 :    300    549    497 
   603 :    133    509    302 
   604 :     56    455    555 
   605 :    273    544    267 
   606 :    257    481    483 
   607 :    260    261    515 
   608 :    337    365    462 
   609 :    269    558    570 
   610 :     53    350    301 
   611 :    222    554    429 
   612 :    136    500    226 
   613 :    168    236    241 
   614 :    162    218    163 
   615 :    100    367    249 
   616 :     94    242    350 
   617 :    333    485    418 
   618 :    142    280    143 
   619 :     98    422     99 
   620 :    343    494    495 
   621 :    137    226    285 
   622 :    440    550    493 
   623 :    441    443    467 
   624 :    177    328    333 
   625 :     88    367     89 
   626 :    113    254    114 
   627 :     97    422     98 
   628 :    140    538    397 
   629 :    385    552    530 
   630 :    323    564    565 
   631 :    168    241    383 
   632 :      4    412    117 
   633 :    386    434    473 
   634 :    263    546    349 
   635 :    444    489    446 
   636 :    282    528    283 
   637 :    289    389    440 
   638 :    289    493    429 
   639 :    347    458    502 
   640 :    355    375    483 
   641 :    287    315    422 
   642 :    284    512    419 
   643 :    387    530    552 
   644 :    162    419    218 
   645 :     22    392    394 
   646 :    259    260    515 
   647 :    425    428    547 
   648 :    328    487    526 
   649 :    387    439    532 
   650 :     60    357    200 
   651 :     12    535    428 
   652 :    285    463    568 
   653 :     28    505    504 
   654 :    395    556    569 
   655 :    238    520    380 
   656 :    376    507    540 
   657 :    321    565    564 
   658 :     36    526    487 
   659 :    243    385    384 
   660 :    289    440    493 
   661 :     26    400    401 
   662 :     16    370    518 
   663 :    347    444    405 
   664 :     12    534    535 
   665 :    233    246    553 
   666 :    119    509    451 
   667 :    269    525    478 
   668 :     72    381    248 
   669 :    115    542    221 
   670 :    246    537    448 
   671 :    216    330    355 
   672 :    187    359    393 
   673 :    167    518    236 
   674 :    101    224    373 
   675 :    236    519    520 
   676 :    175    210    176 
   677 :    263    459    546 
   678 :    248    528    393 
   679 :    225    293    292 
   680 :    243    473    434 
   681 :    338    399    570 
   682 :    522    478    525 
   683 :    478    521    479 
   684 :    252    455    452 
   685 :    237    243    384 
   686 :    139    520    356 
   687 :    252    452    510 
   688 :    519    356    520 
   689 :    232    493    550 
   690 :    453    546    545 
   691 :    210    394    392 
   692 :     22    279    384 
   693 :    114    254    542 
   694 :    326    327    501 
   695 :    438    554    536 
   696 :     74    360    372 
   697 :    249    492    508 
   698 :    322    561    562 
   699 :    354    538    356 
   700 :     96    456    271 
   701 :     47    295     90 
   702 :    126    209    127 
   703 :    206    548    212 
   704 :    249    367    492 
   705 :    296    567    371 
   706 :    149    425    547 
   707 :    190    270    244 
   708 :    391    473    465 
   709 :     24    182    241 
   710 :    343    551    494 
   711 :    238    241    520 
   712 :    387    532    559 
   713 :    179    238    219 
   714 :    213    215    228 
   715 :    243    380    463 
   716 :      5    302    371 
   717 :    417    489    490 
   718 :     36    357    526 
   719 :    386    552    434 
   720 :    330    375    355 
   721 :    187    393    410 
   722 :    522    525    363 
   723 :    239    555    455 
   724 :    525    570    399 
   725 :    529    532    531 
   726 :    139    356    140 
   727 :    433    529    531 
   728 :    417    446    489 
   729 :    200    225    292 
   730 :    219    238    380 
   731 :      0    315     42 
   732 :    354    370    366 
   733 :    176    487    328 
   734 :    147    425    148 
   735 :     22    394    174 
   736 :    222    429    493 
